"Order"	"PID"	"Parcel.ID"	"MS.SubClass"	"MS.Zoning"	"Lot.Frontage"	"Lot.Area"	"Street"	"Alley"	"Lot.Shape"	"Land.Contour"	"Utilities"	"Lot.Config"	"Land.Slope"	"Neighborhood"	"Condition.1"	"Condition.2"	"Bldg.Type"	"House.Style"	"Overall.Qual"	"Overall.Cond"	"Year.Built"	"Year.Remod.Add"	"Roof.Style"	"Roof.Matl"	"Exterior.1st"	"Exterior.2nd"	"Mas.Vnr.Type"	"Mas.Vnr.Area"	"Exter.Qual"	"Exter.Cond"	"Foundation"	"Bsmt.Qual"	"Bsmt.Cond"	"Bsmt.Exposure"	"BsmtFin.Type.1"	"BsmtFin.SF.1"	"BsmtFin.Type.2"	"BsmtFin.SF.2"	"Bsmt.Unf.SF"	"Total.Bsmt.SF"	"Heating"	"Heating.QC"	"Central.Air"	"Electrical"	"X1st.Flr.SF"	"X2nd.Flr.SF"	"Low.Qual.Fin.SF"	"Gr.Liv.Area"	"Bsmt.Full.Bath"	"Bsmt.Half.Bath"	"Full.Bath"	"Half.Bath"	"Bedroom.AbvGr"	"Kitchen.AbvGr"	"Kitchen.Qual"	"TotRms.AbvGrd"	"Functional"	"Fireplaces"	"Fireplace.Qu"	"Garage.Type"	"Garage.Yr.Blt"	"Garage.Finish"	"Garage.Cars"	"Garage.Area"	"Garage.Qual"	"Garage.Cond"	"Paved.Drive"	"Wood.Deck.SF"	"Open.Porch.SF"	"Enclosed.Porch"	"X3Ssn.Porch"	"Screen.Porch"	"Pool.Area"	"Pool.QC"	"Fence"	"Misc.Feature"	"Misc.Val"	"Mo.Sold"	"Yr.Sold"	"Sale.Type"	"Sale.Condition"	"SalePrice"
2438	528275080	528275080	60	"RL"	NA	8658	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Gilbert"	"Norm"	"Norm"	"1Fam"	"2Story"	6	5	2000	2000	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"TA"	"TA"	"PConc"	"Gd"	"TA"	"No"	"ALQ"	732	"Unf"	0	250	982	"GasA"	"Ex"	"Y"	"SBrkr"	1008	881	0	1889	0	0	2	1	3	1	"TA"	9	"Typ"	1	"TA"	"Attchd"	2000	"Fin"	2	431	"TA"	"TA"	"Y"	0	0	0	0	0	0	NA	NA	NA	0	4	2006	"WD "	"Normal"	215000
1800	528458150	528458150	60	"FV"	112	12217	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Somerst"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	2007	2007	"Hip"	"CompShg"	"WdShing"	"Wd Shng"	""	NA	"Gd"	"TA"	"PConc"	"Ex"	"TA"	"Av"	"GLQ"	745	"Unf"	0	210	955	"GasA"	"Ex"	"Y"	"SBrkr"	955	925	0	1880	1	0	2	1	3	1	"Ex"	8	"Typ"	1	"Gd"	"Attchd"	2007	"Fin"	3	880	"TA"	"TA"	"Y"	168	127	0	0	0	0	NA	NA	NA	0	12	2007	"New"	"Partial"	310013
2751	906380110	906380110	60	"RL"	133	11003	"Pave"	NA	"IR2"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"2Story"	7	5	2005	2006	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"Unf"	0	"Unf"	0	1308	1308	"GasA"	"Ex"	"Y"	"SBrkr"	1308	568	0	1876	0	0	2	1	3	1	"Gd"	7	"Typ"	0	NA	"BuiltIn"	2005	"RFn"	3	848	"TA"	"TA"	"Y"	0	40	0	0	0	0	NA	NA	NA	0	7	2006	"New"	"Partial"	229800
1725	528186120	528186120	120	"RL"	68	7820	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NridgHt"	"Norm"	"Norm"	"TwnhsE"	"1Story"	9	5	2007	2007	"Hip"	"CompShg"	"MetalSd"	"MetalSd"	"BrkFace"	362	"Ex"	"TA"	"PConc"	"Ex"	"TA"	"No"	"Unf"	0	"Unf"	0	1869	1869	"GasA"	"Ex"	"Y"	"SBrkr"	1869	0	0	1869	0	0	2	0	2	1	"Ex"	6	"Typ"	1	"Gd"	"Attchd"	2007	"RFn"	2	617	"TA"	"TA"	"Y"	210	54	0	0	0	0	NA	NA	NA	0	12	2007	"New"	"Partial"	318061
2779	907192010	907192010	60	"RL"	95	13450	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Corner"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"2Story"	7	5	2002	2002	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"GLQ"	700	"Unf"	0	216	916	"GasA"	"Ex"	"Y"	"SBrkr"	920	941	0	1861	1	0	2	1	3	1	"Gd"	8	"Typ"	0	NA	"BuiltIn"	2002	"RFn"	2	492	"TA"	"TA"	"Y"	146	91	0	0	0	0	NA	NA	NA	0	6	2006	"WD "	"Normal"	200000
2132	907192040	907192040	60	"RL"	NA	8826	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"2Story"	7	5	2000	2000	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	144	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"GLQ"	841	"Unf"	0	144	985	"GasA"	"Ex"	"Y"	"SBrkr"	985	857	0	1842	1	0	2	1	3	1	"Gd"	7	"Typ"	1	"TA"	"Attchd"	2000	"Fin"	2	486	"TA"	"TA"	"Y"	193	96	0	0	0	0	NA	NA	NA	0	7	2007	"WD "	"Normal"	217500
2221	909425140	909425140	20	"RL"	110	14442	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Crawfor"	"Norm"	"Norm"	"1Fam"	"1Story"	6	7	1957	2004	"Hip"	"CompShg"	"CemntBd"	"CmentBd"	"BrkFace"	106	"TA"	"TA"	"PConc"	"TA"	"TA"	"No"	"GLQ"	1186	"Unf"	0	291	1477	"GasA"	"Ex"	"Y"	"SBrkr"	1839	0	0	1839	1	0	2	0	3	1	"Gd"	7	"Typ"	2	"TA"	"Attchd"	1957	"Fin"	2	416	"TA"	"TA"	"Y"	0	87	0	0	200	0	NA	NA	NA	0	6	2007	"WD "	"Normal"	257500
2802	907290080	907290080	20	"RL"	70	9100	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"1Story"	7	5	2004	2005	"Hip"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"GLQ"	24	"Unf"	0	1836	1860	"GasA"	"Ex"	"Y"	"SBrkr"	1836	0	0	1836	0	0	2	0	3	1	"Gd"	8	"Typ"	1	"Gd"	"Attchd"	2004	"Fin"	2	484	"TA"	"TA"	"Y"	120	33	0	0	0	0	NA	NA	NA	0	10	2006	"WD "	"Normal"	216837
1793	528445070	528445070	60	"RL"	75	8778	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Somerst"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	2006	2006	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"Unf"	0	"Unf"	0	1302	1302	"GasA"	"Ex"	"Y"	"SBrkr"	1302	528	0	1830	0	0	2	1	3	1	"Gd"	7	"Typ"	0	NA	"BuiltIn"	2006	"RFn"	3	859	"TA"	"TA"	"Y"	0	40	0	0	0	0	NA	NA	NA	0	3	2007	"WD "	"Normal"	221300
751	903429080	903429080	70	"RM"	50	2500	"Pave"	"Pave"	"Reg"	"Lvl"	"AllPub"	"Corner"	"Gtl"	"OldTown"	"Norm"	"Norm"	"1Fam"	"2Story"	7	8	1915	2005	"Gable"	"CompShg"	"Stucco"	"Stucco"	"None"	0	"Gd"	"TA"	"PConc"	"TA"	"TA"	"No"	"ALQ"	299	"Unf"	0	611	910	"GasA"	"Ex"	"Y"	"SBrkr"	916	910	0	1826	1	0	1	1	4	1	"Ex"	7	"Min2"	1	"Gd"	"Attchd"	1915	"Unf"	1	164	"Fa"	"Fa"	"Y"	0	0	0	0	0	0	NA	NA	NA	0	6	2009	"WD "	"Normal"	155000
1229	535103050	535103050	60	"RL"	NA	13700	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NAmes"	"Norm"	"Norm"	"1Fam"	"2Story"	7	6	1965	1988	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"Stone"	288	"TA"	"TA"	"CBlock"	"TA"	"TA"	"Gd"	"ALQ"	454	"Unf"	0	410	864	"GasA"	"TA"	"Y"	"SBrkr"	902	918	0	1820	0	0	1	2	4	1	"Gd"	8	"Typ"	2	"Gd"	"Attchd"	1965	"Unf"	2	492	"TA"	"TA"	"Y"	60	84	0	0	273	0	NA	"GdPrv"	NA	0	5	2008	"WD "	"Normal"	201800
1353	903401020	903401020	50	"RL"	60	9120	"Pave"	"Pave"	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"BrkSide"	"Norm"	"Norm"	"1Fam"	"1.5Fin"	7	6	1925	1950	"Gable"	"CompShg"	"Wd Sdng"	"Wd Sdng"	"None"	0	"TA"	"Gd"	"PConc"	"TA"	"TA"	"No"	"Rec"	329	"Unf"	0	697	1026	"GasA"	"Ex"	"Y"	"SBrkr"	1133	687	0	1820	1	0	2	0	4	1	"TA"	8	"Typ"	0	NA	"Detchd"	1925	"Unf"	1	240	"TA"	"TA"	"N"	0	100	0	0	0	0	NA	"GdPrv"	NA	0	6	2008	"WD "	"Normal"	184000
1566	914467050	914467050	60	"RL"	NA	11050	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Mitchel"	"Norm"	"Norm"	"1Fam"	"2Story"	7	5	1996	1997	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"TA"	"TA"	"PConc"	"Gd"	"TA"	"Mn"	"Unf"	0	"Unf"	0	910	910	"GasA"	"Ex"	"Y"	"SBrkr"	910	910	0	1820	0	0	2	1	3	1	"Gd"	8	"Typ"	1	"TA"	"Attchd"	1996	"Unf"	3	816	"TA"	"TA"	"Y"	318	32	0	0	0	0	NA	NA	NA	0	9	2008	"WD "	"Normal"	213000
2031	903450060	903450060	50	"RM"	NA	7758	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Corner"	"Gtl"	"IDOTRR"	"Norm"	"Norm"	"1Fam"	"1.5Fin"	7	4	1931	1950	"Gable"	"CompShg"	"Stucco"	"Stucco"	"BrkFace"	600	"TA"	"Fa"	"PConc"	"TA"	"TA"	"No"	"LwQ"	224	"Unf"	0	816	1040	"GasA"	"Ex"	"Y"	"FuseF"	1226	592	0	1818	0	0	1	1	4	1	"TA"	7	"Typ"	2	"TA"	"Detchd"	1951	"Unf"	1	240	"TA"	"TA"	"Y"	0	0	0	0	184	0	NA	NA	NA	0	6	2007	"WD "	"Normal"	169500
2868	909425120	909425120	20	"RL"	90	14115	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Crawfor"	"Norm"	"Norm"	"1Fam"	"1Story"	6	7	1956	2004	"Gable"	"CompShg"	"Stone"	"Stone"	"None"	0	"TA"	"TA"	"PConc"	"TA"	"TA"	"No"	"ALQ"	296	"GLQ"	547	230	1073	"GasA"	"Ex"	"Y"	"SBrkr"	1811	0	0	1811	0	0	1	0	2	1	"Ex"	6	"Typ"	1	"Gd"	"Attchd"	1956	"Fin"	2	470	"TA"	"TA"	"Y"	0	0	280	0	0	0	NA	NA	NA	0	7	2006	"WD "	"Abnorml"	230000
442	528138010	528138010	20	"RL"	102	13514	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Corner"	"Gtl"	"NridgHt"	"Norm"	"Norm"	"1Fam"	"1Story"	9	5	2008	2008	"Hip"	"CompShg"	"VinylSd"	"VinylSd"	"None"	285	"Ex"	"TA"	"PConc"	"Ex"	"TA"	"No"	"GLQ"	1142	"Unf"	0	632	1774	"GasA"	"Ex"	"Y"	"SBrkr"	1808	0	0	1808	1	0	2	0	3	1	"Ex"	7	"Typ"	1	"Gd"	"Attchd"	2008	"Fin"	3	850	"TA"	"TA"	"Y"	200	26	0	0	0	0	NA	NA	NA	0	3	2009	"WD "	"Normal"	324000
301	909475140	909475140	20	"RL"	100	15602	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Crawfor"	"Norm"	"Norm"	"1Fam"	"1Story"	7	8	1959	1997	"Gable"	"CompShg"	"BrkFace"	"Wd Sdng"	"None"	0	"TA"	"TA"	"CBlock"	"TA"	"TA"	"No"	"ALQ"	1247	"Unf"	0	254	1501	"GasA"	"TA"	"Y"	"SBrkr"	1801	0	0	1801	1	0	2	0	1	1	"TA"	6	"Typ"	2	"TA"	"Attchd"	1959	"Fin"	2	484	"TA"	"TA"	"Y"	0	54	0	0	161	0	NA	"GdWo"	NA	0	3	2010	"WD "	"Normal"	289000
2112	906394020	906394020	60	"RL"	78	9316	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"2Story"	7	5	2005	2006	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"Gd"	"Unf"	0	"Unf"	0	879	879	"GasA"	"Ex"	"Y"	"SBrkr"	879	916	0	1795	0	0	2	1	3	1	"Gd"	7	"Typ"	0	NA	"Attchd"	2005	"RFn"	2	578	"TA"	"TA"	"Y"	164	111	0	0	0	0	NA	NA	NA	0	10	2007	"WD "	"Normal"	191000
1034	527401130	527401130	90	"RL"	60	9000	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"FR2"	"Gtl"	"NAmes"	"Norm"	"Norm"	"Duplex"	"2Story"	5	5	1974	1974	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"TA"	"TA"	"CBlock"	"Gd"	"TA"	"Mn"	"Unf"	0	"Unf"	0	896	896	"GasA"	"TA"	"Y"	"SBrkr"	896	896	0	1792	0	0	2	2	4	2	"TA"	8	"Typ"	0	NA	"Detchd"	1982	"Unf"	2	480	"TA"	"TA"	"Y"	0	45	0	0	0	0	NA	NA	NA	0	6	2008	"WD "	"Normal"	133000
1444	907196050	907196050	60	"RL"	68	11250	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"2Story"	7	5	2001	2002	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	162	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"Mn"	"GLQ"	486	"Unf"	0	434	920	"GasA"	"Ex"	"Y"	"SBrkr"	920	866	0	1786	1	0	2	1	3	1	"Gd"	6	"Typ"	1	"TA"	"Attchd"	2001	"RFn"	2	608	"TA"	"TA"	"Y"	0	42	0	0	0	0	NA	NA	NA	0	9	2008	"WD "	"Normal"	223500
2851	909250120	909250120	70	"RL"	96	13132	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Crawfor"	"Norm"	"Norm"	"1Fam"	"2Story"	5	5	1914	1950	"Gable"	"CompShg"	"Wd Sdng"	"Wd Sdng"	"None"	0	"TA"	"TA"	"BrkTil"	"Gd"	"TA"	"Mn"	"Unf"	0	"Unf"	0	747	747	"GasA"	"Gd"	"Y"	"FuseF"	892	892	0	1784	0	0	1	1	4	1	"TA"	9	"Typ"	0	NA	"Detchd"	1914	"Unf"	1	180	"Fa"	"Fa"	"N"	203	40	0	0	0	0	NA	NA	NA	0	7	2006	"WD "	"Normal"	138887
1022	527302210	527302210	20	"RL"	85	14450	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NWAmes"	"Norm"	"Norm"	"1Fam"	"1Story"	7	5	1979	1979	"Hip"	"CompShg"	"Plywood"	"Plywood"	"BrkFace"	194	"Gd"	"TA"	"CBlock"	"Gd"	"Fa"	"No"	"ALQ"	864	"LwQ"	449	469	1782	"GasA"	"TA"	"Y"	"SBrkr"	1782	0	0	1782	0	1	2	0	3	1	"Gd"	6	"Typ"	1	"TA"	"Attchd"	1979	"Fin"	2	551	"TA"	"TA"	"Y"	467	0	0	0	0	0	NA	NA	NA	0	3	2008	"WD "	"Normal"	220000
2315	527107120	527107120	60	"RL"	54	9783	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Gilbert"	"Norm"	"Norm"	"1Fam"	"2Story"	6	5	1996	1996	"Gable"	"CompShg"	"HdBoard"	"HdBoard"	"None"	0	"TA"	"TA"	"PConc"	"Gd"	"TA"	"No"	"Unf"	0	"Unf"	0	821	821	"GasA"	"Gd"	"Y"	"SBrkr"	821	955	0	1776	0	0	2	1	3	1	"TA"	7	"Typ"	1	"TA"	"BuiltIn"	1996	"Fin"	2	443	"TA"	"TA"	"Y"	286	116	0	0	0	0	NA	NA	NA	0	5	2006	"WD "	"Normal"	202000
218	905101310	905101310	90	"RL"	72	10778	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Sawyer"	"Norm"	"Norm"	"Duplex"	"1Story"	4	5	1968	1968	"Hip"	"CompShg"	"HdBoard"	"HdBoard"	"None"	0	"TA"	"TA"	"CBlock"	"TA"	"TA"	"No"	"Unf"	0	"Unf"	0	1768	1768	"GasA"	"TA"	"N"	"SBrkr"	1768	0	0	1768	0	0	2	0	4	2	"TA"	8	"Typ"	0	NA	NA	NA	NA	0	0	NA	NA	"Y"	0	0	0	0	0	0	NA	NA	NA	0	4	2010	"WD "	"Normal"	136500
824	906380050	906380050	60	"RL"	68	10769	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"2Story"	8	5	2007	2007	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"Av"	"GLQ"	20	"Unf"	0	846	866	"GasA"	"Ex"	"Y"	"SBrkr"	866	902	0	1768	0	0	2	1	3	1	"Gd"	7	"Typ"	0	NA	"Attchd"	2007	"RFn"	2	578	"TA"	"TA"	"Y"	144	105	0	0	0	0	NA	NA	NA	0	4	2009	"WD "	"Normal"	212000
2328	527190050	527190050	160	"RL"	44	5306	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"StoneBr"	"Norm"	"Norm"	"TwnhsE"	"2Story"	7	7	1987	1987	"Gable"	"CompShg"	"HdBoard"	"HdBoard"	"None"	0	"Gd"	"Gd"	"PConc"	"Gd"	"Gd"	"No"	"GLQ"	495	"Rec"	215	354	1064	"GasA"	"Gd"	"Y"	"SBrkr"	1064	703	0	1767	1	0	2	0	2	1	"Gd"	5	"Typ"	1	"TA"	"Attchd"	1987	"RFn"	2	504	"Gd"	"TA"	"Y"	441	35	0	0	0	0	NA	NA	NA	0	6	2006	"WD "	"Normal"	239000
2130	907187060	907187060	60	"RL"	43	12352	"Pave"	NA	"IR2"	"Lvl"	"AllPub"	"CulDSac"	"Gtl"	"CollgCr"	"Norm"	"Norm"	"1Fam"	"2Story"	7	5	1998	1999	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	290	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"GLQ"	638	"Unf"	0	215	853	"GasA"	"Ex"	"Y"	"SBrkr"	853	900	0	1753	1	0	2	1	3	1	"TA"	7	"Typ"	1	"Fa"	"Attchd"	1998	"RFn"	2	534	"TA"	"TA"	"Y"	0	74	0	0	0	0	NA	NA	NA	0	3	2007	"WD "	"Normal"	217000
1608	923400040	923400040	50	"RL"	75	12508	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Mitchel"	"Norm"	"Norm"	"1Fam"	"1.5Fin"	6	7	1940	1985	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"TA"	"TA"	"CBlock"	"Gd"	"TA"	"Mn"	"ALQ"	660	"Unf"	0	323	983	"GasA"	"Ex"	"Y"	"SBrkr"	983	767	0	1750	1	0	2	0	4	1	"TA"	7	"Mod"	0	NA	"Attchd"	1989	"Unf"	1	423	"TA"	"TA"	"Y"	245	0	156	0	0	0	NA	NA	"Shed"	1300	7	2008	"WD "	"Normal"	160000
439	528120030	528120030	20	"RL"	87	10367	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NridgHt"	"Norm"	"Norm"	"1Fam"	"1Story"	9	5	2008	2008	"Hip"	"CompShg"	"VinylSd"	"VinylSd"	"Stone"	284	"Ex"	"TA"	"PConc"	"Ex"	"TA"	"Mn"	"GLQ"	1015	"Unf"	0	724	1739	"GasA"	"Ex"	"Y"	"SBrkr"	1743	0	0	1743	1	0	2	0	3	1	"Ex"	8	"Typ"	1	"Gd"	"Attchd"	2008	"RFn"	3	927	"TA"	"TA"	"Y"	168	45	0	0	0	0	NA	NA	NA	0	6	2009	"ConLI"	"Normal"	335000
1188	534127230	534127230	20	"RL"	85	11050	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NWAmes"	"Norm"	"Norm"	"1Fam"	"1Story"	6	5	1968	1968	"Gable"	"CompShg"	"HdBoard"	"HdBoard"	"None"	0	"TA"	"TA"	"CBlock"	"TA"	"TA"	"No"	"Rec"	301	"Unf"	0	1439	1740	"GasA"	"Fa"	"Y"	"SBrkr"	1740	0	0	1740	0	0	1	1	4	1	"TA"	8	"Typ"	1	"TA"	"Attchd"	1968	"RFn"	2	512	"TA"	"TA"	"Y"	25	0	0	0	192	0	NA	"GdWo"	NA	0	10	2008	"WD "	"Family"	150000
574	533236050	533236050	160	"FV"	24	2645	"Pave"	"Pave"	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"Somerst"	"Norm"	"Norm"	"Twnhs"	"2Story"	8	5	1999	2000	"Gable"	"CompShg"	"MetalSd"	"MetalSd"	"BrkFace"	456	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"GLQ"	649	"Unf"	0	321	970	"GasA"	"Ex"	"Y"	"SBrkr"	983	756	0	1739	1	0	2	1	3	1	"Gd"	7	"Typ"	0	NA	"Attchd"	1999	"Fin"	2	480	"TA"	"TA"	"Y"	115	0	0	0	0	0	NA	NA	NA	0	8	2009	"WD "	"Abnorml"	172500
1331	903206070	903206070	50	"RL"	NA	7010	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"BrkSide"	"Norm"	"Norm"	"1Fam"	"1.5Fin"	5	5	1935	1950	"Gable"	"CompShg"	"Wd Sdng"	"Wd Sdng"	"None"	0	"TA"	"TA"	"BrkTil"	"TA"	"TA"	"No"	"Rec"	175	"Unf"	0	849	1024	"GasA"	"TA"	"Y"	"SBrkr"	1144	594	0	1738	0	0	2	0	3	1	"TA"	6	"Typ"	1	"Gd"	"Detchd"	1950	"Unf"	1	240	"TA"	"TA"	"P"	0	30	0	0	0	0	NA	NA	NA	0	7	2008	"WD "	"Normal"	153000
435	528112040	528112040	20	"RL"	95	11578	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NridgHt"	"Norm"	"Norm"	"1Fam"	"1Story"	9	5	2008	2008	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"Stone"	302	"Ex"	"TA"	"PConc"	"Ex"	"TA"	"No"	"Unf"	0	"Unf"	0	1736	1736	"GasA"	"Ex"	"Y"	"SBrkr"	1736	0	0	1736	0	0	2	0	3	1	"Ex"	7	"Typ"	1	"Gd"	"Attchd"	2008	"RFn"	3	834	"TA"	"TA"	"Y"	319	90	0	0	0	0	NA	NA	NA	0	7	2009	"WD "	"Normal"	360000
245	906201030	906201030	60	"RL"	77	9206	"Pave"	NA	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"SawyerW"	"Norm"	"Norm"	"1Fam"	"2Story"	6	5	1985	1985	"Gable"	"CompShg"	"HdBoard"	"HdBoard"	"BrkFace"	336	"Gd"	"TA"	"CBlock"	"Gd"	"TA"	"No"	"Unf"	0	"Unf"	0	741	741	"GasA"	"TA"	"Y"	"SBrkr"	977	755	0	1732	0	0	2	1	3	1	"Gd"	7	"Typ"	1	"TA"	"Attchd"	1985	"Fin"	2	476	"TA"	"TA"	"Y"	192	46	0	0	0	0	NA	NA	NA	0	6	2010	"WD "	"Normal"	178000
1587	921126030	921126030	20	"RL"	79	11449	"Pave"	NA	"IR1"	"HLS"	"AllPub"	"Inside"	"Gtl"	"Timber"	"Norm"	"Norm"	"1Fam"	"1Story"	8	5	2007	2007	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"Av"	"GLQ"	1011	"Unf"	0	873	1884	"GasA"	"Ex"	"Y"	"SBrkr"	1728	0	0	1728	1	0	2	0	3	1	"Gd"	7	"Typ"	1	"Gd"	"Attchd"	2007	"Fin"	2	520	"TA"	"TA"	"Y"	0	276	0	0	0	0	NA	NA	NA	0	1	2008	"WD "	"Normal"	298751
1714	528172070	528172070	20	"RL"	71	9254	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NridgHt"	"Norm"	"Norm"	"1Fam"	"1Story"	8	5	2005	2005	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"BrkFace"	210	"Gd"	"TA"	"PConc"	"Gd"	"TA"	"No"	"GLQ"	119	"Unf"	0	1602	1721	"GasA"	"Ex"	"Y"	"SBrkr"	1721	0	0	1721	1	0	2	0	3	1	"Gd"	7	"Typ"	0	NA	"Attchd"	2005	"RFn"	2	554	"TA"	"TA"	"Y"	168	27	0	0	0	0	NA	NA	NA	0	1	2007	"WD "	"Normal"	232698
1261	535402120	535402120	60	"RL"	70	9247	"Pave"	NA	"IR1"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"NAmes"	"Norm"	"Norm"	"1Fam"	"2Story"	6	6	1962	1962	"Gable"	"CompShg"	"HdBoard"	"HdBoard"	"BrkFace"	318	"TA"	"TA"	"CBlock"	"TA"	"TA"	"No"	"Rec"	319	"Unf"	0	539	858	"GasA"	"Ex"	"Y"	"SBrkr"	858	858	0	1716	0	0	1	1	4	1	"TA"	8	"Typ"	1	"Gd"	"Attchd"	1962	"Fin"	2	490	"TA"	"TA"	"Y"	0	84	0	0	120	0	NA	NA	NA	0	3	2008	"WD "	"Normal"	171000
1354	903401030	903401030	50	"RL"	60	9144	"Pave"	"Pave"	"Reg"	"Lvl"	"AllPub"	"Inside"	"Gtl"	"BrkSide"	"Norm"	"Norm"	"1Fam"	"1.5Fin"	6	4	1915	2004	"Gable"	"CompShg"	"VinylSd"	"VinylSd"	"None"	0	"TA"	"Gd"	"BrkTil"	"TA"	"TA"	"No"	"Unf"	0	"Unf"	0	810	810	"GasA"	"Ex"	"Y"	"SBrkr"	1170	546	0	1716	0	0	2	0	4	1	"Gd"	8	"Typ"	0	NA	"Detchd"	1970	"Unf"	2	672	"TA"	"TA"	"Y"	0	195	0	0	0	0	NA	NA	NA	0	3	2008	"WD "	"Normal"	162500
